marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
US	52996125	R26QZN3ZVPPG3S	B00005NCJ3	867247281	Jasc Paint Shop Pro 7.0 [OLD VERSION]	Software	5	54	60	N	N	WOW!	I was captured by Paint Shop Pro version 3.x and have been a slave to the magic of this graphical world ever since.  I have been using PSP 7.0 since it was released, so why would I upgrade to the 7.04 Anniversary Edition?  I debated, as I always do about upgrades, and finally decided to try it because of the special Bonus Package Highlights.<br />These created a provocative adventure that drew me in and stimulated that secret part of my mind where my creativity hides from the muses.  Artistic filters add intriguing dimensions to my graphic arts, and play with my fantastical imagination.  I enter the antimatter effect, and feel as if I am one of Picasso's canvases and surrealistic facets surround me.  I am not in control of this artistic journey because the sensations of unlimited possibilities lure me to the next image.<br />Coming back to reality:<br />* To install the new version all previous copies of PSP must be removed, so make sure your data is stored in a separate location from the program files.<br />* You can create photo albums that can be exported it to HTML code.<br />* The software package contains two books: Getting Started Guide and Paint Shop Pro 7 &amp; Animation Shop 3 Reference book.  The small pamphlet Paint Shop Pro 7 Anniversary Edition Bonus Pack Highlights is an easy way to get familiar with the additional software.<br />* This includes a tutorial program that will teach PSP basics and is always available as reference material.<br />* There are both usable and demo versions of many filters.  The demos will stamp the artwork with the word &quot;Demo,&quot; but the opportunity to discover what Flaming Pear, Eye Candy, and Alien Skin can provide is a treat.<br />The editorial reviews describe the contents, but not the experience.  This has been my 5 star program for years, and still is.<br />Victoria Tarrani	2001-10-18
US	51896639	R1ZVVTWCXB6OPI	B003ZULWQI	373229365	S.T.A.L.K.E.R. Call of Pripyat	Software	4	22	24	N	Y	Fun	I had played all S.T.A.L.K.E.R. games up till this one and honestly was impressed and disappointed at the same time...The difficulty in the other two games was incredibly high, this game removed all doubt of the series making progress into the \\"pick up and play\\" department. It's easy to get into and even easier to get addicted to. Its fun finding weapons and then tweaking them, and theres more exploration so you may find hidden special weapons that you can use the rest of the game in the first 10 minutes if you know where to look. All in all I put, easily, 20 hours in and I don't think I'm close to finishing. Also all the people with DX11, you're going to love the tessellation and light effects.	2011-04-24
US	18462926	R3VSS8THS6JL2V	B00H806QN0	423732587	CT-ART 5.0. Complete Chess Tactics - Training Software	Software	1	5	9	N	Y	If your smart enough to know how to use it... you don't need it.	You will have the skills of a Grandmaster when you are able to figure out how to use this P.O.D. (piece of dung) program  This is the most user unfriendly program I have seen (OK that is really not true). Plan on reading the entire user manual (several times) if you can find it online because it does not come with. The instructions that come with the program are not clear at all, and only cover getting it on your computer. They are almost as bad as the made in china hieroglyphic instructions you get when you buy that ten dollar table. You can go on-line somewhere and get them? Hmm, what do you do if that idea turns into a snafu?<br />What will be clear is the advertisements sent with it to get you to buy more and more and more. Oh by the way it seems that this program is a gateway for you to buy &#34;other lessons&#34; which can be downloaded from their web site. If you think you are buying some kind of comprehensive chess program... think again. Everything I have seen on this program is available for free. &#34;CHECK&#34; into these sites:  http://www.chesstempo.com/ , http://ideachess.com/  , http://chess.emrald.net/  and,  http://wtharvey.com/. Well.....buyer beware!!	2015-02-21
US	36217981	R1BEUKKZ5B7L53	B008MR36FE	38217782	Dragon NaturallySpeaking Home 12.0, English (Old Version)	Software	2	0	0	N	Y	Didn't work for me	The program did set up easily as promised and I went through the training as directed.  I was promised that it could learn even the most Southern of accents.  It never was able to understand me.  Consistent with misinterpretations and I also had a difficult time having it know when I wanted to type.<br />We wanted it to dictate medical letters and that was a joke.  We tried to &#34;teach&#34; it the words we use constantly like &#34;conjuctivitis&#34;, &#34;amblyopia&#34; and &#34;retinopathy.&#34;  Never got it.<br />It just sits in the box.  Wasted money and worse - wasted time.	2014-04-22
US	47575915	R3RCHB0A5KWHFK	B0002H4BAG	942061729	PC Study Bible 4 Complete Reference Library	Software	3	30	32	N	N	Good, but there's better alternatives	I HAVE REVISED THIS REVIEW IN LIGHT OF THE RESPONSE (SEE ABOVE) FROM KIRT WILLIS, AN EMPLOYEE OF THE PUBLISHER  (...)  I have been a user of PC Study Bible since version 2 in 1998. the new interface in v4 alleviates most of the problems from previous versions which showed their DOS/early Windows roots. The incremental releases, up to the current v4.3 have also added some additional functionality that is much appreciated.    In addition, my experience with Biblesoft's customer support has been extremely positive. They are prompt to answer and always answer thoroughly.    What bothers me is that when I bought my original version back in '98 I was pretty green with knowledge of various Bible study tools (commentaries, lexicons, etc). I have since discovered that over half of the resources that Biblesoft included in this \\"Complete Reference Library\\" set are public domain and can be found for free on the web or in other programs. Even the \\"Bonus CD\\" has a large percentage of public domain resources.     I still own PCSB and use it when needed. However, I have discovered e-Sword, a free Bible study program with many free resources available for it, many of which you would have to pay for with PCSB. While perhaps not as flexible, it has suited my studies just fine. Plus, there is a very active online community of e-Sword users (primarily on Yahoo Groups) that have made many other resources available for free as well offering help when needed. There are also some free, third party tools available for creating your own resources in e-Sword, similar to the \\"Authoring System\\" in PCSB.    Biblesoft, like most commercial bible study software publishers, seems to be built on a business model of selling you their base \\"package\\" products and then charging extra for add-ons, which are the things you really want. But it has been my experience that other companies such as Logos and WordSearch include fewer public domain resources in their base package offerings than Biblesoft does. Why pay over $250 for mostly public domain materials?     PCSB is great as a general study tool and the authoring system is nice (though not as good as the one in Bible Explorer.) While PC Study Bible does offer some things that you can't get for free (online or with e-Sword, etc.) there are other commercially available products that I think are better and more powerful, especially if you are planning to get into original language studies. I'd personally recommend the Logos Bible Study Software as a good choice.	2004-08-18
US	36594047	R1WSAZ3SXGZQ4P	B00003JAU9	30660051	Microsoft Windows 2000 Professional Upgrade w/ Encryption Coded Software [Old Version]	Software	4	0	2	N	N	MS Office 2000 Recalled?	I was in COMPUSA just about 20 minutes ago when the manager came to the cash register and started grabbing all of the Office 2000 boxes from the display there. While collecting, he franticly barked out orders to the red shirt lackeys that where surrounding him. &quot;Get all Microsoft Office 2000 products into the back NOW! Microsoft just recalled it and we are not to let another copy out of these doors.&quot;  I asked him about the recall and you would think I was asking for the alarm code for the store. He shrugged and said &quot;All I can tell you is that we were ordered by Microsoft to send all MS Office 200 product back and not to sell anymore copies.&quot;  I  wonder what gives?  Security hole?  Trying to force Office XP on us?  Hmmmmmm	2002-05-12
US	52607717	R3RU2GH4IOV8TF	B007H083NC	795974825	Snagit 11	Software	4	2	3	N	N	Minor improvements	I use Snagit versions 9 and 10, but downloaded the trial version of Snagit 11, and it was about the same. I thought the interface looked a bit cartoonish. The line and shape styles were not very useful. You can make your own presets by editing an existing style, but that wasn't particularly easy. And you still don't have the ability to create lines less than 1 point in size. The price of Snagit has steadily gone up, even though there are several other free and low-priced screenshot utilities that do the same thing. I like the older version better, so I passed on this upgrade.	2013-05-29
US	12532243	R3K4QS4M2M4IMY	B0093FROMA	331026987	Adobe Photoshop Elements 11	Software	1	3	3	N	Y	The world is full of superior, free alternatives	I returned this. I expected a lot more, considering what you can get from free image editors these days. Even the manufacturer bundled image editor on my cell-phone is fuller featured.	2013-12-30
US	51038033	R2RG0G1VPBYJNT	B00005V259	793830983	Record Now Max - Cd/dvd Recording	Software	5	2	2	N	N	GREAT EASY TO USE SOFTWARE THAT DOES IT ALL!	Makes ripping and burning EASY and FUN! Best of all it comes with a 23 page quick start guide that was very easy to use. Eveything is fully explained. Very user friendly and fool proof. Zero learning curve. So far I have 1)made cd to cd copies 2)ripped to MP3 3)burned a cd in MP3(128kb)(Thats 11 hours of music!) 4)ripped a video cd(MPEG1)5)burned a video cd. GREAT software. It has many safeguards built in to burn perfect copies. In audio it has overburn/underburn protection. In video it makes an exact copy of the VCD(They call this Global Imaging)<br />I became familiar with this software in one day. I have not made a coaster yet. I also highly recommend my TDK burner with underburn/overburn protection! Have fun.	2002-10-27
US	44364651	R1URQ9VHXGZH3O	B001ECGT8A	850943316	QuickBooks Pro 2009	Software	5	0	2	N	N	Great product	Thanks for your help.  Absolutely no hassle.  Great product.  Very satisfied with Amazon.	2009-05-09
US	49220144	R8WKPSMRTW41P	B007W3549A	350601268	Lightweight Linux Pack - Slax, Puppy, Macpup, SliTaz, TinyCore, DSL - All on one Bootable CD	Software	5	0	0	N	Y	Five Stars	Wonderful CD	2014-10-31
US	9876621	R36L70NHP85YO	B000TVXNGS	437216601	Matilda's Fantastic Cookbook Software 4 (Windows 10 / Windows 8 / Windows 7/ Vista/ XP)	Software	1	4	4	N	N	Not what I was hoping for....	I was wanting to find a software that allowed me to customize the pages the way I wanted and to print them in a certain way. This program definitely DOES NOT offer that. It only allows two ways to print full page or 1/2 page. If you do the 1/2 page it prints the same recipe on each 1/2 which is a waste if you are wanting just to pring one copy. If you select full page it carries over recipes that are longer onto the next page instead of allowing you to print one recipe per page. If you want to print a 6x9 book or your own custom size...that is not an option.  The options for page design leaves little to be desired....DO NOT BUY THIS SOFTWARE WITH THE DOWNLOAD B/C IF YOU ARE NOT HAPPY WITH WHAT YOU GOT THERE IS NO REFUND!!!!  You're stuck with software you will never use....You'd be better off using an excel/word program and typing in the recipes the way you want with the margins you want...and it'd be free.	2011-03-29
US	16227844	R339GRBT11IEJ9	B000FSQ8BC	859383721	Researchsoft Endnote X Student Edition for Student Use Only	Software	4	14	15	N	Y	EndNote reference software	I am a doctoral student and so I am writing papers all the time which require citations and references in APA format. I found free trial versions,tried EndNote and a similar program, and decided that I liked EndNote better. You DO have to know something about APA, but from some databases (such as EbscoHost)you can export all the information you need (including the Abstract if you want it) directly to EndNote. It will save numerous hours of typing and finding typos later. One of the features I liked about EndNote was that it has a field where you can enter up to 64k of your own notes for each reference.	2007-01-18
US	32299914	R2NGLTWN593E0R	B0083TP500	673758610	Fluenz Learn German: Fluenz German 1+2+3+4+5 for Mac, PC, and iPhone	Software	4	0	1	N	Y	Better than the Yellow box!!	A great program...I have Rosetta Stone also and found this much better. Rosetta Stone is more widely known but Fluenz is interactive and a great learning tool. Try it!!!!	2015-05-30
US	50385833	R131LA8ZNT5SDW	B005CSF1D6	777724008	Webroot Secureanywhere Essentials [Old Version]	Software	5	3	3	N	N	Love it	I absolutely love the new version of Webroot. I tried to find problems or bugs in it and couldn't. It ran very smoothly on the computer and having the registry booster in the program is very helpful. My only question would be how much more is it going to cost. A lot of people are on fixed incomes and can't afford new versions.	2011-10-16
US	51970417	R216GMSDFF2ELU	B00002S5XY	37572601	Print Explosion	Software	5	42	43	N	N	Stunning Stuff!	I am having a wonderful time with Print Explosion!  There are other programs that make labels, banners, cards, and signs, but Print Explosion has some truly beautiful, artistic graphics as well as photographs  available to creat really unique designs.  In addition, it is very easy to  import other images.        The things I've made with Print Explosion do  not look like they were made on a home computer.  They look professional.   I love this program!	2000-04-27
US	13525751	R38OWABTFCX64M	B00E6LIEFM	189774198	Quickbooks Pro	Software	5	0	1	N	Y	QuickBooks for small business	I have used QuickBooks for my business for several years.  I have 3 versions on two different computers.  It is very easy to use and is especially easy at tax time.	2014-04-09
US	40047341	R1VPIAQ1VRR0SU	B000HCZ8EO	185150928	Microsoft Office Home and Student 2007 [Old Version]	Software	4	0	0	N	N	Microsoft Office Home and Student 2007	Received the product in a timely manner. Even though after installing the software, I started having problems and the return date had expired. But I called the company which had sent me the software and I was given Microsoft Technical Support # and after almost 2 days of trying to find out what the problem was, it was discovered that the disc was defected. But now I am enjoying my software.	2009-02-14
US	43298186	R2KT9S2Q78APHO	B0039Y59F0	80912615	WordPerfect Office X5 Home and Student	Software	5	3	3	N	Y	WordPerfect - it's always Perfect!	WordPerfect was one of the first word processing programs out during the 'birth' of the internet.  I prefer this over Microsoft Word for many reasons.  User friendly being one of the.  Also, WordPerfect can be used both in a professional and personal setting.  Whereas Word is mostly for Business and does not offer the Font choices that WordPerfect does, nor has it ever been as easy to use.  I started out on WordPerfect 1.0 used all versions through X4 and now, X5.  The beauty of WordPerfect is that while the software updates keep it user-competitive with similar word processing products out there, but doesn't make drastic changes in the basic looks.  Unlike others that with each up grade hot buttons are always moved around and settings changed.  (WHO HAS TIME TO TRY AND 'RE-LEARN' a PROGRAM?)  Keep it coming, Corel!  I'll keep buying it!	2011-12-01
US	31517410	R1OURWR8L1M50Q	B00006JJO4	561010629	Franklin Covey Plan Plus Software	Software	3	3	3	N	N	Great tool, but very buggy	I've been using versions of this product for about 5 years now.  I started with version 1.0 and now am on version 5.0.  It's a great concept, and the Franklin Covey system is very useful, but version 5.0 is so annoyingly buggy that I would actually give it one start, but I'm basing this review on all versions of the product.    If you have version 4.X, don't upgrade!  4.X has some issues, but they are not nearly as bad as 5.0.  If you are new to the product, I can't recommend that you purchase 5.0.  Wait till the next patch or the next release.	2008-09-04
US	52596155	R2CH5VP09VI531	B000065CG0	796722330	Adobe Indesign 2.0 Upgrade [Old Version]	Software	5	1	1	N	N	Must Have	If you're running OS X, InDesign is a must have for page layout. A very short learning curve particularly if you're familiar with other Adobe design softwares. Since Quark is taking their sweet time coming to the OS X table, I went ahead and tried InDesign and must say I was totally impressed.	2002-10-28
US	52907636	R2OKILIMLL2NGU	B001B5J7LQ	359196058	Dragon NaturallySpeaking 10 Preferred - Medium Box	Software	3	1	5	N	N	I don't own one, but...	P.S.  I accidentally hit three stars and the review form would not let me change it to two stars.<br /><br />Last year I bought Dragon Naturally Speaking 9 Preferred for my son.  He had no trouble installing it, did mention that the program was \\"scary smart,\\" and now says it makes his job easier and he uses it constantly. For many months I have been toying with the idea of getting one for myself as it is getting difficult for me to type because of pain in my hands; however, I have been using computers for about 20 years now so am very familiar with the ups and downs of software support - who provides it and how good it is.  I always check a product's support pages before purchasing their product(s) - sometimes I DO learn from experience.<br /><br />And that is the one thing that scares me about Nuance.  I have been on their site several times trying to find answers to simple questions like, will it work with Open Office.  No answer on their site, no easy way to contact them.  I have written several emails to what I thought might be the sales office over the last eight months, no replies.  They send me coupons and half-price deals and call me to offer great deals, but no answers to my questions.<br /><br />So, apparently the software works maybe a majority of the time and that is good.  But when something doesn't work AND you can't get any help from the people who made it, what good is it really?  Only good until that first call to support.<br /><br />I'll wait - maybe after the economy sinks for awhile and they find out they actually need customers, they'll decide to do something about their very bad web site and virtually nonexistent customer support.	2008-11-21
US	12022095	R3TJQIGRW2IIJD	B009VL9YGU	79884616	Microsoft Office 365 University 4-year Subscription	Software	5	1	1	N	Y	Five Stars	The Office 365 key download went very well.  I was very please that there we're not any surprises.	2015-02-15
US	13906422	R3RU54RMCGFG3O	B000HGFALG	344355010	Better Homes and Gardens Home Designer Suite 7.0 [OLD VERSION]	Software	5	0	1	N	N	Better Homes and Gardens Designer Suite 7.0	Great product!!! Was a little worried about the learning curve but found it real easy to learn. Already designed a complete basement. Customer thrilled with design. This is the one to buy.	2008-02-22
US	43104824	R25DE1CMBBZVUT	B0007ZTRKW	295315115	Zelenhgorm, Episode I: Land of the Blue Moon	Software	5	3	4	N	N	Fantastic adventure game.	In this first episode of the dazzling cinematic fantasy game, you will encounter the superstitious world of Zeleghgorm in the shape of Arrikk Vaheirr. Zelenhgorm - Land of the Blue Moon is the name of a continent on an alien world with wild nature, strange creatures, ancient cities and dark, mystical secrets. As theis epic story begins you, as Arrikk, awaken after having bizarre dreams and discovers that a gigantic ship has run aground in the bat that borders on your garden. From where does this strange ship come from?  To find the clues, you must seel answers from amoung your own people, who wish to have nothing to do with you. When you succeed, a magnificent adventure awaits you - the experience of the mystical continent of Zelenhgorm.    Zelenhgorm, Land of the Blue Moon, is a fantasy continent with earthlike qualities.  Embedded in this civilization are superstition, folk-lore,  magic and science.    You play Arrikk Vaheirr, a young man who lives in the fishing village of Senava. He invents strange machines in his garden. On the day a giant ship runs aground on the river bank near Arrikk's garden, the dormant lighthouse near his house begins to shine again too. Arrikk's quest is to discover the mysteries of the great ship and the truth behind his disturbing dreams.    The game is played in the first person but the scenery is full of activity of all the  characters in the game going about their daily lives. Sometimes you may not be able to talk to an onscreen character but they will still react as Arrikk passes by. The view does switch to the 3rd person view when your character changes his locations or during some very special video sequences.     The cast consists of over 140 live actors. Some of them are known and famous for their parts in  Star Wars movies. Using full-motion video the game has 360 degree panoramic views. All the actions in the game are controlled completely with a mouse, except when using the ESC key to pull up the main menu. Drop down menus will appear when your character is talking to the numerous other characters in the game. You can open and close the bottom screen inventory window by right-clicking and left-clicking, respectively. Objects in your inventory can also be combined and it is necessary for solving some of the game's numerous challenging puzzles.	2005-03-13
US	34606389	R3O4SFPTTZTJ4L	B002QAP4OE	915932394	Marine Aquarium Deluxe 3.0 Screensaver, Version 3	Software	5	9	9	N	Y	Absolutely stunning visuals!	This screensaver goes way beyond what I expected! It is better than a real aquarium! The movements of the fish are incredibly realistic and some of the background corals are animated as well. The bubble sounds and the ripple pattern of light complete the illusion of \\"real\\".<br /><br /> I have this on both my HP Pavilion Laptop running Windows 7 and my MacBook Pro running Snow Leopard. The software loaded easily  and works great on both computers. Both versions allow you to choose which fish and how many of each (up to 30), and to make multiple sets of fish. Only the PC version allows you to cycle the fish sets so that each time your screensaver activates, you can have a different \\"aquarium\\" to view. The PC version also lets you change the lighting effects; however, the Mac version does not have this special feature.  I feel like I have two aquariums in my office!<br /><br />You will not be disappointed with this screensaver!	2010-05-30
US	17771191	R2PKL5UN9V1OLD	B00E6ONJJU	722523129	Kaspersky Internet Security 2014	Software	5	0	0	N	Y	Best Internet Security	I have had no issues since I have been using Kaspersky. I had never heard of them until I bought a laptop and it came with a free years worth of Kaspersky. Easy install and each year for black Friday Amazon has a deal on this software so I usually only pay about 15 bucks for a software that cost around 50 bucks or more.	2013-12-19
US	47146310	R24KE1JPCCP04M	B000X86ZAS	627099204	Microsoft Office 2008 for Mac Home & Student Edition [Old Version]	Software	3	0	1	N	N	okay	I think this product is pretty good so far. i haven't used it much yet but hopefully i will soon. the only thing i don't like about it is that when i save a doc. in word I am not able to delete it when i  don't need it any more. When it's on there it is ON there.	2008-08-25
US	40331790	R2PZT5HRLKON5Y	B00P6U8C5Y	871602905	Block Financial H&R Block Tax Software 14 Premium + State	Software	5	0	0	N	Y	Terrific Tax Software	Item arrived promptly and it is a terrific tax package!	2015-03-20
US	25414881	R2OPTFC8NDFQ70	B003739DVY	940365500	Adobe Photoshop Lightroom 3 [OLD VERSION]	Software	1	2	7	N	Y	Don't try this unless your very good with computer programs!	They make this sound much easier than it is,unless your very good with installing computer programs don.t try it because it doesn't even come with instructions. You have to buy them separately/the book. If installed incorrectly it messes up your computer. Would not have paid this much for this program if I had known how hard it is/and easy to mess things up!	2011-12-13
US	51905573	R1ICW4O9BFAFOS	B00005U5TB	50353003	Movie DV 4.0	Software	1	3	4	N	N	Movie DV 4.0 with fire wire card	Absolute junk.  That about sums it up.  I paid ... for Movie DV + which includes a fire wire card.<BR>- The card doesn't work.  My operating system can't even see it.<BR>- The MPEG-1 and MPEG-2 compilers lock up my computer whenever I try to use them<BR>- The AVI compilers work as long as you don't try to join more than 2 clips at a time.  Any more and the computer blue screens.<BR>- The \\"User Forum\\" on AIST's web site is a broken link.<BR>- I sent an E-mail asking for help and never got a reply.<BR>Do yourself a favor and download Multiquence from Goldwave.com.  It doesn't have as many bells and whistles, but is rock stable.	2002-12-18
US	13821196	R2LG1PB74NINVP	B000H1XY3M	488505470	Family Tree Maker Version 16 Essentials [OLD VERSION]	Software	3	4	7	N	N	FTM 16	FTM 16 is working now.  Had some trouble making it work with Vista.  Down loaded the upgrade but had trouble finding it (it's under the FAQ tab) ?  Installing the restore from backup was not easy and I have some artifacts remaining that will not go away.	2007-08-12
US	13300726	R2Q7I9H1TYITGT	B00337D8U6	594602360	Microsoft Office 2010 Home & Student 3PC /1 User [OLD VERSION]	Software	5	0	0	N	Y	Amazon delivered as promised	Order shipped quickly and the product installed easily. I followed other reviewers advice and removed my older version of Office before I installed 2010. So much better than my 2003 version, worth the investment.	2013-08-26
US	23335309	R1E13BF6G2WRKK	B009CCXJ0A	722004435	TurboTax Deluxe Federal + E-File + State 2012	Software	5	0	0	N	Y	Simple, fast, perfect	I don't know what those H&R Block commercials on TV are going on about, I've used TurboTax for 3 years now and I've never found it anything but easy to use.<br /><br />You answer a series of yes/no questions, fill out boxes based on your W-2 and other tax forms and you're done.  Granted I don't have many other expenses/sources of income.  Each year I try to itemize my deductions with my charitable donations, student loans, and job expenses (all very easy to do), I still end up getting more back taking standard deductions.<br /><br />Each install gives you the federal and 1 free state.  You can do several people's taxes on the same computer so I've also done it for my fiance.<br /><br />It cost me an additional $19.99 to e-file my federal and state taxes which I think is well worth the expense.<br /><br />Everything gets direct deposited into my bank account and I never have to leave the house or put on pants.	2013-02-11
US	27979732	REKK0SZMZS3LY	B008TND0QQ	400883115	Norton Antivirus 2013 - 5 Users	Software	3	0	0	N	Y	Pay attention to product description when choosing from OTHER offers of a product!!!	Bought by mistake, looking for 360.	2015-01-04
US	18683351	R1CAL3QL74AZAB	B00EZPXYP4	672725528	Norton 360 1 User 3 Licenses	Software	5	0	0	N	N	Norton 360, eight years and I continue to rely upon the protection.	I have used Norton since 2006.  I discovered Norton Commando circa 1984.  Wordperfect was the superior word processor at the time, and possibly up to 2000+.  I still have a working copy.  I mention this as Norton, Symantec, and Wordperfect are all non MS products.  I feel fine with Norton and tentatively will continue to use it.<br /><br />My only drawback is Norton seems to be dumping a bit of technical expertise in graphics or image to spruce up the product and the web access pages.  No real problem, just if they have revenue for jobs in such direction my choice would be are their servers powered by photovoltaic, as they have an in house installation team or a contractual agreement with a solar installer for supporting our global interests instead of being image heavy?  Alas, who really is?<br /><br />I would recommend Norton 360 to a friend.	2014-10-20
US	37439050	R38SPHF5M1XLEV	B000HCXKKS	310796522	Microsoft Office Small Business 2007 FULL VERSION [Old Version]	Software	5	0	0	N	Y	Original legal software. Recomended.	Works excellent. Original software with the key. Tested with Microsoft authentication and is original and legal. Run in windows xp and windows 7.	2013-11-05
US	20096213	R225JXZL9TEEIQ	B002K7C1HG	585219167	Microsoft Windows 7 Anytime Upgrade [Starter to Home Premium]	Software	4	0	0	N	Y	Actualizar mi Archos 9 Table PC, utilizando el Any Time Upgrade	Actualizar mi Archos 9 Table PC, utilizando el Any Time Upgrade suele generar algunos problemas tales como errores y restauraciones a  la versi&oacute;n anterior sin lograr la subida a Home Premium.<br />Para solucionar esto es mejor utilizar la consola de recuperaci&oacute;n del Archos 9 para dejar el sistema  original de fabrica, y as&iacute; evitar que cualquier conflicto con las aplicaciones.<br />Luego de ejecutar el Any Time Upgrade. Es importante recordar que cuando te indique que termino la descargar de las actualizaciones y te se&ntilde;ale que est&aacute; instalando, mandes a apagar manualmente el equipo, s&iacute; esperas a que lo haga autom&aacute;ticamente no har&aacute; correctamente la actualizaci&oacute;n.<br />Al reinicializar se configurara la actualizaci&oacute;n en el equipo y se recomienda volverlo ejecutar y sin problemas subir&aacute; de Windows 7 starter a Home Premiun.<br /><br />*******************************<br /><br />Update my Archos 9 Table PC, using the Any Time Upgrade usually generate some problems such as errors and restore the previous version without being able to climb to Home Premium.<br /><br />To solve this problem is better to use the recovery console Archos 9 to leave the original factory system, thus avoiding any conflict with applications.<br /><br />After running the Any Time Upgrade. It is important to remember that when you are instructed to finish the download of updates and will bring you are installing, send to manually turn off the computer, they expect to do so properly will not automatically update.<br /><br />Resetting it formed the update on the computer and is recommended again and smoothly run Windows 7 will increase from starter to Home Premium.<br /><br />**********************<br /><br />Revicion:<br /><br />In the first revicion awarded only two stars to measure the variables of the installation in my pc Archos table 9, the conclusion reached by giving two stars and here the key points for the installation taken from my own experience and that of others who also presented us with the update problems by Archo 9 pc tablet:<br />So you don't run into the same issue here are the steps:<br /><br />1. Connect your Archos 9 tablet PC to the socket.<br /><br />2. Adjust your power settings, not to go to sleep, and will not close.<br /><br />3. Uninstall your virus detection software. (Just do not turn off, if not uninstall may not do the job of updating.)<br /><br />4. Install drivers and BIOS updates on the Archos website (if possible).<br /><br />5. Install all Windows updates to Windows 7 Starter.<br /><br />6. Run Windows Anytime Upgrade. Let stand. I do not think that has hung just because it seems to be hung. (Look at the power light on the HDD.) Do not try to do something else while it is running.<br /><br />7. Once you reboot into Windows 7 Home Premium reinstall your antivirus software.<br /><br />8. Calibrate the screen.<br /><br />**Congratulations you have Windows 7 Home Premium on your Archos 9 Tablet PC**.to the same issue here are the steps:     1. Connect your Archos 9 tablet PC to the socket.     2. Adjust your power settings, not to go to sleep, and will not close.     3. Uninstall your virus detection software. (Just do not turn off, if not uninstall may not do the job of updating.)     4. Install drivers and BIOS updates on the Archos website (if possible).     5. Install all Windows updates to Windows 7 Starter.    6. Run Windows Anytime Upgrade. Let stand. I do not think that has hung just because it seems to be hung. (Look at the power light on the HDD.) Do not try to do something else while it is running.    7. Once you reboot into Windows 7 Home Premium reinstall your antivirus software.    8. Calibrate the screen.    **Congratulations you have Windows 7 Home Premium on your Archos 9 Tablet PC**.	2010-12-12
US	12715796	R1Q0584HRRO74Z	B008H3SW4I	705407256	Microsoft Windows 8 Pro - Upgrade [Old Version]	Software	1	3	4	N	N	Horrible!	I HATE windows 8. It's so frustrating. I've had it for over 6 months and hate it today as much as I did the first day. It is so frustrating trying to upload pictures (one of the few reasons I use the computer) and the keypad is so sensitive it is constantly taking me to other applications that I don't want to go to. Did I mention I HATE it? I don't recommend at all.	2013-07-12
US	42945980	R1TIBO33OTUL6E	B00E6LJ2SA	109813655	Quicken Deluxe 20	Software	1	0	2	N	Y	Don't buy this just yet to upgrade.	Have Quicken 2010 that opened to frozen screen. First chat, was told upgrade to 2014 would fix it. 2014 now opens to a blank frozen &#34;spending&#34; screen. Had two 2 -  2 hour sessions with techs with results being the same frozen screen. Third tech says engineers know of issue and are working to correct, so they spent 4 hours of my time trying to correct an issue that does not have a fix. I also asked IF maybe it was my computer but that was not addressed. A fourth chat asking when the fix would be available and if I would get an email was answered with &#34;we are aware of the issue and are working on it&#34; and &#34;check it later&#34;. Asking &#34;where?&#34; answer was &#34;Chat Support&#34;  instead of &#34;here&#34;. Think a reading comprehension course is in order.  Had 2006 before and had issues updating to 2010 which caused some historical data loss, but  since data was and is held &#34;hostage&#34;, I had to stay with Intuit.	2014-02-05
US	39602548	RLLHBBTF97DFU	B00MA5TUGI	925385625	Quicken Deluxe Personal Finance & Budgeting Software 2015	Software	3	0	0	N	Y	A waste of money for	No difference from 2014.,. A waste of money for me	2015-03-31
US	11453634	RAJ779OSQ1AJQ	B00LX4BZAQ	484797539	Dragon NaturallySpeaking Home 13.0	Software	1	4	4	N	Y	After using Dragon 12 for about two years, I ...	After using Dragon 12 for about two years, I purchased over to Dragon 13.0, along with a new HP laptop. There is a real problem with the use of microphone (headsets). I tried three different headsets; my old Logitech wireless headset, Dragon supplied wired headset, and a brand new Plantronics Savi W420-M, the microphone part gets so sensitive when Dragon 13.0 is running that it is virtually unusable even with little out side noise. This problem is not found  with other Apps.<br /><br />Prasad Rao	2015-03-08
US	26183325	RC5GK2VSE5473	B00P6U8C22	208003286	Block Financial H&R Block Tax Software 14 Premium & Business	Software	5	3	3	N	Y	... tax preparation products for years and they have been easy to follow and use	I have used the Block tax preparation products for years and they have been easy to follow and use.	2015-01-03
US	48452377	R31450LQ1SVO54	B00EUFUG96	978072669	Malwarebytes Anti-Malware Pro Lifetime 2013 - 1 PC	Software	4	6	6	N	Y	Works fine, but had to install the old version to get the license key to work properly. You can't just insert key for V2.0	This is an older version of this software. I was running the free version (2.0) and the license wasn't recognized by the 2.0 version. So I had to install the old version of the software, validate the license key, then did an upgrade back to version 2.0 to get it back up to the current version. It's been work flawlessly.	2015-03-31
US	29728072	R1AJGVGRVHNZFJ	B00M9DHRUW	270401656	AVG AntiVirus 2015, 3 User 2 Year	Software	5	0	0	N	Y	nice product.	Quick delivery, nice product.	2015-02-16
